name;rating;damage_round;headshots;headshot_percent;aces;clutches;flawless;first_bloods;assists;kd_ratio;kills_round;score_round;win_percent;agent_1;gun1_name
FrostByte;Radiant;127.9;46.0;19.3;0;45;20;46.0;300.0;0.94;0.7;194.7;53.9;Sage;Phantom
XÃ»r;Radiant;126.3;156.0;17.2;2;129;77;156.0;580.0;0.97;0.7;191.7;58.1;Chamber;Vandal
IDK;Radiant;142.8;129.0;24.1;2;96;57;129.0;430.0;1.12;0.8;218.2;50.0;Chamber;Vandal
Menarkie;Radiant;131.3;48.0;20.7;0;48;49;48.0;294.0;1.09;0.7;197.3;59.6;Omen;Vandal
Compest;Radiant;139.1;349.0;26.1;1;179;78;349.0;347.0;0.94;0.7;210.5;52.5;Reyna;Vandal
xoxo;Radiant;136.2;66.0;17.4;0;50;29;66.0;226.0;1.0;0.7;208.9;63.6;Fade;Phantom
Deathstarr8u;Radiant;116.8;77.0;17.3;1;69;38;77.0;329.0;0.93;0.6;181.3;62.5;Fade;Phantom
drag;Radiant;136.7;106.0;25.3;1;122;61;106.0;499.0;1.01;0.7;201.8;50.0;Sova;Vandal
DDDDDDDDD Âª;Radiant;132.1;141.0;23.4;1;107;67;141.0;378.0;0.97;0.7;199.2;51.4;Jett;Vandal
hypeR;Radiant;130.2;248.0;27.2;2;144;74;248.0;338.0;0.88;0.7;198.7;46.4;Jett;Vandal
Yuno;Radiant;145.5;363.0;27.0;4;215;119;363.0;455.0;1.04;0.8;220.8;52.6;Reyna;Vandal
Rekt;Radiant;137.9;284.0;23.4;3;204;128;284.0;789.0;1.05;0.8;214.9;52.7;Omen;Vandal
huh;Radiant;132.1;56.0;22.7;1;69;45;56.0;290.0;1.05;0.7;203.3;63.6;Fade;Vandal
Denzo;Radiant;147.4;108.0;22.1;1;80;33;108.0;200.0;1.04;0.8;225.3;70.7;Chamber;Phantom
Brick;Radiant;154.7;157.0;18.5;1;96;65;157.0;306.0;1.21;0.8;240.3;63.9;Reyna;Vandal
Ducky;Radiant;175.0;87.0;22.5;2;48;31;87.0;144.0;1.44;1.0;272.4;62.2;Jett;Vandal
dreg;Radiant;134.2;337.0;24.9;2;231;102;337.0;861.0;0.95;0.7;208.3;47.0;Chamber;Vandal
Extress;Radiant;142.3;247.0;18.0;5;162;105;247.0;803.0;1.02;0.7;220.7;51.8;Omen;Vandal
rexa;Radiant;141.3;71.0;25.1;2;64;36;71.0;292.0;1.1;0.8;217.4;60.0;Viper;Phantom
Pixels;Radiant;156.5;242.0;26.8;2;124;61;242.0;519.0;1.15;0.8;236.8;53.0;Fade;Vandal
Katsu;Radiant;139.2;183.0;21.7;0;108;66;183.0;382.0;0.93;0.7;213.7;53.0;Chamber;Vandal
GetDiffed;Radiant;154.9;98.0;23.8;3;77;46;98.0;255.0;1.21;0.8;238.7;57.4;Reyna;Vandal
pewu;Radiant;122.5;31.0;19.2;0;67;38;31.0;271.0;0.93;0.6;181.0;59.5;Brimstone;Phantom
ST sflow;Radiant;136.4;190.0;26.4;2;124;64;190.0;446.0;0.96;0.7;214.2;58.9;Sage;Vandal
Wilma Caukfit#fk no;Radiant;117.8;54.0;25.6;0;63;26;54.0;323.0;0.91;0.6;174.4;57.8;Viper;Phantom
BNS Perocity;Radiant;152.5;270.0;25.2;2;151;54;270.0;418.0;1.01;0.8;234.0;50.0;Raze;Vandal
Babylon;Radiant;158.7;89.0;22.8;2;62;33;89.0;186.0;1.13;0.8;241.2;53.7;Reyna;Vandal
sxeo;Radiant;155.6;187.0;29.3;1;95;66;187.0;283.0;1.21;0.8;235.4;52.1;Chamber;Vandal
Senator;Radiant;141.3;265.0;24.7;1;130;64;265.0;420.0;0.99;0.7;215.5;46.1;Raze;Vandal
Abde;Radiant;150.0;394.0;16.4;2;214;121;394.0;689.0;1.01;0.8;236.2;51.9;Raze;Vandal
ez0s;Radiant;124.9;121.0;18.6;2;154;91;121.0;873.0;0.98;0.7;193.9;47.2;Omen;Phantom
elliott;Radiant;137.9;107.0;27.4;0;78;38;107.0;245.0;1.07;0.8;214.1;48.9;Viper;Vandal
light;Radiant;134.4;95.0;24.5;0;66;39;95.0;388.0;0.93;0.7;194.8;44.3;Sova;Vandal
wave;Radiant;145.9;292.0;31.8;6;207;92;292.0;352.0;1.0;0.8;225.7;49.5;Reyna;Vandal
lucki;Radiant;153.2;108.0;22.8;2;46;40;108.0;171.0;1.22;0.8;238.8;46.7;Chamber;Vandal
Ahtsu;Radiant;134.9;218.0;27.2;2;148;92;218.0;468.0;1.01;0.7;205.5;53.1;Yoru;Vandal
Avo;Radiant;156.2;190.0;22.6;4;112;48;190.0;308.0;1.02;0.8;244.7;67.8;Sova;Vandal
Bladeh;Radiant;134.6;53.0;23.4;0;64;54;53.0;389.0;1.09;0.7;200.0;58.2;Viper;Vandal
way2geeked;Radiant;140.3;61.0;25.5;1;54;41;61.0;227.0;1.08;0.7;214.5;71.9;Omen;Vandal
PT Rek Lii;Radiant;138.1;123.0;16.0;1;95;66;123.0;416.0;1.17;0.8;213.0;58.3;Chamber;Phantom
Akuma;Radiant;139.6;61.0;28.8;1;75;37;61.0;268.0;1.01;0.7;205.9;60.0;Sova;Vandal
Vin;Radiant;150.7;317.0;27.9;3;159;86;317.0;481.0;1.07;0.8;232.7;50.5;Jett;Vandal
koreanpro22;Radiant;131.5;158.0;18.4;1;104;59;158.0;346.0;1.02;0.7;201.1;51.3;Jett;Vandal
winter;Radiant;147.9;350.0;26.3;4;247;124;350.0;600.0;1.09;0.8;223.4;52.5;Jett;Vandal
Obzerps;Radiant;136.9;99.0;16.8;2;76;53;99.0;350.0;1.13;0.8;212.5;56.1;Jett;Vandal
onikuu;Radiant;150.4;280.0;26.5;3;120;65;280.0;315.0;1.13;0.8;233.9;59.5;Reyna;Vandal
sacked;Radiant;133.1;39.0;25.4;0;51;25;39.0;190.0;1.03;0.7;198.2;71.0;Brimstone;Phantom
chifuyu;Radiant;137.0;108.0;22.6;0;83;43;108.0;412.0;0.97;0.7;213.7;60.0;KAY/O;Vandal
hero;Radiant;139.0;93.0;25.6;2;60;43;93.0;164.0;1.02;0.8;213.1;64.3;Reyna;Vandal
KURXED;Radiant;145.8;220.0;23.3;0;93;52;220.0;207.0;0.99;0.8;225.3;59.6;Jett;Vandal
mak;Radiant;161.6;189.0;18.9;3;109;54;189.0;409.0;1.19;0.8;248.1;54.4;Jett;Phantom
Excalibur;Radiant;126.9;58.0;31.1;0;58;37;58.0;266.0;0.98;0.7;191.9;51.0;Brimstone;Vandal
BLESSD;Radiant;141.6;111.0;29.9;1;113;53;111.0;522.0;1.07;0.8;213.9;62.3;KAY/O;Phantom
Kho;Radiant;165.6;146.0;29.3;2;61;56;146.0;245.0;1.33;0.9;253.4;55.4;Reyna;Vandal
GBuff;Radiant;139.0;98.0;25.5;0;86;56;98.0;429.0;1.05;0.7;207.5;48.6;Skye;Vandal
Ghost;Radiant;180.2;273.0;22.0;6;108;65;273.0;335.0;1.37;1.0;286.2;66.2;Reyna;Vandal
1 1;Radiant;137.8;169.0;27.8;4;106;63;169.0;280.0;1.03;0.8;214.9;46.5;Jett;Vandal
ìž„Jisoon;Radiant;148.9;190.0;25.5;1;96;48;190.0;233.0;1.09;0.8;225.3;45.3;Jett;Vandal
evenson;Radiant;124.6;147.0;20.3;2;74;50;147.0;244.0;0.95;0.7;191.5;48.2;Chamber;Vandal
Sentenced SUCKS;Radiant;164.5;187.0;32.8;2;89;48;187.0;190.0;1.16;0.9;249.6;46.7;Reyna;Vandal
Fume;Radiant;137.8;127.0;18.7;3;103;45;127.0;433.0;0.96;0.7;208.5;46.3;Jett;Phantom
Ev0;Radiant;173.8;100.0;24.4;4;72;40;100.0;325.0;1.24;0.9;263.5;47.9;Omen;Vandal
mish;Immortal;144.2;137.0;15.6;1;107;77;137.0;414.0;1.06;0.7;211.6;54.6;Raze;Vandal
cawhnur;Immortal;140.3;103.0;26.9;0;96;34;103.0;235.0;0.99;0.7;211.4;53.2;Reyna;Vandal
Escanor;Immortal;137.8;118.0;25.6;1;102;55;118.0;401.0;0.99;0.7;207.6;54.0;Breach;Vandal
MLDoom;Immortal;142.4;115.0;19.2;0;101;48;115.0;420.0;1.01;0.7;216.3;60.0;Sova;Phantom
Zoldeye;Immortal;145.7;82.0;30.9;0;60;31;82.0;284.0;1.09;0.8;224.1;59.5;Skye;Vandal
s0ms clone;Immortal;148.1;138.0;36.8;5;76;55;138.0;192.0;1.09;0.8;227.1;49.0;Reyna;Vandal
acecasey;Immortal;146.2;89.0;11.0;0;83;42;89.0;368.0;1.06;0.8;224.9;58.9;Raze;Phantom
ANIMEWEEBLOVER;Immortal;128.1;219.0;18.2;3;142;97;219.0;457.0;0.95;0.7;202.5;58.2;Chamber;Vandal
majed;Immortal;142.6;189.0;25.5;0;155;71;189.0;452.0;0.98;0.7;213.9;50.0;Skye;Vandal
ItzÎ›stro;Immortal;156.4;103.0;44.3;1;62;53;103.0;190.0;1.25;0.8;236.5;75.0;Fade;Vandal
harrison;Immortal;141.6;102.0;19.4;1;66;33;102.0;255.0;0.99;0.7;217.2;57.5;KAY/O;Vandal
Rariner;Immortal;157.9;62.0;25.1;1;45;46;62.0;243.0;1.35;0.9;243.1;57.9;Omen;Vandal
Reecha;Immortal;136.9;379.0;21.4;3;195;162;379.0;742.0;1.12;0.8;212.7;48.8;Chamber;Vandal
Hyogun;Immortal;129.7;340.0;19.9;4;292;159;340.0;1.153;0.95;0.7;197.9;45.6;Killjoy;Vandal
Taunt;Immortal;136.5;170.0;19.7;2;112;51;170.0;443.0;0.97;0.7;211.6;56.8;Omen;Vandal
car;Immortal;147.9;344.0;19.6;5;203;98;344.0;590.0;1.01;0.8;225.5;47.0;Jett;Vandal
Chamisul;Immortal;117.9;59.0;17.8;0;66;37;59.0;317.0;0.97;0.7;187.1;53.5;Viper;Phantom
thuÑeson;Immortal;144.6;120.0;25.0;0;81;57;120.0;266.0;1.1;0.8;219.0;50.9;Reyna;Vandal
Pit;Immortal;140.8;299.0;19.1;3;174;100;299.0;590.0;0.97;0.8;221.1;52.5;Reyna;Vandal
acmFPS;Immortal;157.5;103.0;25.7;0;43;41;103.0;171.0;1.26;0.8;239.6;55.8;Reyna;Vandal
SG meny;Immortal;132.6;133.0;20.2;2;98;65;133.0;332.0;1.01;0.7;203.2;50.0;Chamber;Vandal
Schmacked;Immortal;133.4;115.0;23.0;0;87;50;115.0;351.0;1.01;0.7;203.3;56.7;Reyna;Vandal
Merc parbole;Immortal;147.3;141.0;27.3;0;87;52;141.0;353.0;0.99;0.8;221.5;43.1;Chamber;Vandal
oath;Immortal;141.5;137.0;12.4;1;111;70;137.0;503.0;0.97;0.7;214.9;55.8;Raze;Vandal
green;Immortal;140.2;95.0;27.4;0;75;34;95.0;206.0;1.15;0.8;211.3;51.9;Chamber;Vandal
Rakta;Immortal;135.6;100.0;18.9;1;76;46;100.0;347.0;0.96;0.7;202.9;55.4;Chamber;Vandal
DELAY;Immortal;138.3;84.0;22.5;0;54;68;84.0;327.0;1.1;0.8;213.8;59.2;Fade;Vandal
spidermanROCKS;Immortal;147.3;92.0;18.9;0;78;58;92.0;336.0;1.16;0.8;224.8;52.7;Chamber;Vandal
idc anymore;Immortal;147.7;343.0;24.5;9;202;117;343.0;962.0;1.09;0.8;229.7;47.1;KAY/O;Vandal
mamamia;Immortal;132.1;131.0;24.9;1;68;43;131.0;200.0;0.99;0.7;203.5;60.8;Chamber;Vandal
jareds;Immortal;130.3;182.0;19.2;0;131;61;182.0;421.0;0.93;0.7;199.3;53.6;Chamber;Vandal
DrXP;Immortal;156.7;88.0;28.5;1;62;45;88.0;193.0;1.29;0.9;241.7;50.0;Yoru;Vandal
VAPOÐ¯A;Immortal;153.3;117.0;24.1;2;72;44;117.0;255.0;1.11;0.8;234.8;51.1;Viper;Vandal
GS WicK;Immortal;151.7;234.0;23.5;1;117;83;234.0;459.0;1.2;0.8;233.3;53.4;Chamber;Phantom
Lythpy;Immortal;134.2;106.0;18.5;0;75;47;106.0;256.0;1.05;0.7;209.0;52.8;Reyna;Phantom
VG Fox;Immortal;139.8;92.0;17.9;2;70;41;92.0;183.0;1.07;0.8;217.5;48.9;Yoru;Vandal
RoBiN;Immortal;131.2;73.0;23.1;1;57;32;73.0;333.0;0.96;0.7;202.3;58.1;KAY/O;Phantom
Caillou;Immortal;145.3;380.0;25.6;5;251;120;380.0;490.0;1.04;0.8;224.8;47.8;Chamber;Vandal
Kiko;Immortal;163.0;226.0;21.8;2;135;73;226.0;415.0;1.19;0.9;249.5;57.6;Reyna;Vandal
AKIKO;Immortal;156.8;144.0;26.1;3;86;47;144.0;210.0;1.11;0.8;240.5;57.1;Reyna;Vandal
Forgotten Kitty;Immortal;131.2;138.0;22.0;0;96;45;138.0;327.0;0.88;0.7;197.0;54.4;Jett;Vandal
JirenDaSiren;Immortal;135.6;150.0;26.2;3;125;67;150.0;526.0;1.05;0.7;202.7;43.7;Omen;Vandal
D3police;Immortal;134.5;75.0;27.9;3;85;42;75.0;348.0;0.97;0.7;201.1;53.1;Brimstone;Vandal
Melon;Immortal;126.7;174.0;24.1;1;157;86;174.0;670.0;0.94;0.7;194.4;47.7;Omen;Phantom
1nut;Immortal;150.8;120.0;16.4;1;72;53;120.0;242.0;1.11;0.8;227.2;48.0;Reyna;Vandal
NoHaxsJustAsian;Immortal;151.2;193.0;25.0;2;80;58;193.0;221.0;1.04;0.8;228.4;50.0;Jett;Vandal
mikeyy;Immortal;157.5;198.0;33.4;3;136;57;198.0;311.0;1.17;0.8;237.6;45.1;Chamber;Vandal
Hordedog;Immortal;139.0;100.0;19.9;1;99;40;100.0;349.0;0.98;0.7;211.1;52.8;Raze;Vandal
Mochibeats;Immortal;137.4;77.0;21.6;3;87;74;77.0;736.0;1.06;0.7;212.1;45.5;Brimstone;Vandal
STF;Immortal;127.8;169.0;24.9;2;168;114;169.0;652.0;0.94;0.7;194.1;46.4;Viper;Vandal
Pivvle;Immortal;138.3;96.0;25.8;0;77;49;96.0;334.0;1.04;0.7;209.6;47.5;Omen;Vandal
1 wall 6 targets;Immortal;135.3;268.0;23.8;0;141;85;268.0;498.0;0.96;0.7;213.0;53.1;Chamber;Vandal
jace;Immortal;144.7;88.0;18.8;2;56;42;88.0;255.0;1.07;0.8;222.6;54.5;Omen;Phantom
swift needs duo;Immortal;130.7;141.0;26.3;0;122;66;141.0;461.0;0.95;0.7;198.5;49.4;Omen;Vandal
glub;Immortal;137.1;87.0;22.3;3;78;36;87.0;256.0;1.02;0.7;207.2;46.1;Jett;Vandal
Dawning;Immortal;146.6;547.0;29.0;5;283;180;547.0;804.0;1.13;0.8;223.4;48.6;Jett;Vandal
Deformity;Immortal;152.7;285.0;19.5;2;148;60;285.0;380.0;0.9;0.8;233.1;46.4;Raze;Vandal
beepbopbyron;Immortal;139.1;250.0;15.5;2;196;104;250.0;863.0;0.94;0.7;212.3;57.4;Viper;Phantom
ploo simp;Immortal;140.7;94.0;29.5;0;74;53;94.0;198.0;1.05;0.8;210.4;54.2;Chamber;Vandal
Check;Immortal;138.9;131.0;25.4;0;75;42;131.0;186.0;1.05;0.8;212.2;47.2;Jett;Vandal
kentt;Immortal;145.0;72.0;27.1;1;53;47;72.0;171.0;1.15;0.8;220.6;52.5;Reyna;Vandal
Cooljay;Immortal;150.3;350.0;15.5;6;197;132;350.0;767.0;1.04;0.8;225.9;54.1;Raze;Vandal
Diddyjr2;Immortal;136.5;272.0;13.9;1;227;130;272.0;1.124;0.9;0.7;212.2;52.4;Fade;Vandal
Alex;Immortal;127.0;84.0;16.9;0;71;40;84.0;222.0;0.88;0.6;188.3;55.6;Reyna;Vandal
kim;Immortal;122.9;78.0;32.4;0;82;39;78.0;340.0;0.98;0.7;185.5;60.3;Sova;Vandal
kaky;Immortal;146.4;190.0;30.0;3;118;80;190.0;308.0;1.04;0.8;222.1;51.2;Raze;Vandal
seb05;Immortal;153.7;160.0;21.8;0;86;44;160.0;203.0;1.16;0.8;236.9;48.1;Chamber;Vandal
Boulevard duplo;Immortal;160.5;105.0;18.7;1;59;40;105.0;270.0;1.26;0.8;244.4;65.2;Jett;Vandal
JSIN;Immortal;139.4;113.0;21.9;0;44;50;113.0;152.0;1.15;0.8;211.9;48.8;Chamber;Vandal
Allen;Immortal;145.9;92.0;23.4;1;63;39;92.0;205.0;1.1;0.8;220.8;54.5;Reyna;Vandal
Toxicity;Immortal;149.4;105.0;21.5;1;82;45;105.0;271.0;1.08;0.8;221.3;50.0;Raze;Vandal
Orbityy;Immortal;142.6;109.0;15.3;2;88;38;109.0;369.0;0.96;0.7;216.7;49.2;Jett;Vandal
yamete kudasai;Immortal;136.9;112.0;25.1;2;87;39;112.0;262.0;0.95;0.7;203.8;47.2;Jett;Vandal
ANTRX Gio;Immortal;138.4;140.0;20.2;1;78;54;140.0;307.0;1.2;0.8;214.0;56.9;Chamber;Vandal
Daddys Girl;Immortal;147.4;125.0;17.0;1;67;35;125.0;215.0;1.12;0.8;226.4;56.9;Jett;Vandal
TyL;Immortal;144.5;121.0;18.8;1;104;64;121.0;534.0;1.11;0.7;219.2;59.4;Astra;Vandal
Rrchy;Immortal;144.7;85.0;19.7;2;68;34;85.0;294.0;1.03;0.8;222.7;54.8;Fade;Vandal
FATHERLESSS;Immortal;148.1;219.0;27.4;3;132;91;219.0;440.0;1.17;0.8;228.9;50.5;Reyna;Vandal
shade;Immortal;147.5;177.0;17.2;1;146;84;177.0;557.0;1.09;0.8;223.6;54.9;Jett;Vandal
Buna;Immortal;136.7;135.0;27.4;0;76;29;135.0;220.0;0.93;0.7;208.5;57.1;Omen;Phantom
Daddy Seth;Immortal;129.2;83.0;19.0;2;74;56;83.0;217.0;0.95;0.7;197.8;52.8;Yoru;Phantom
MattyIce;Immortal;117.9;65.0;22.9;1;78;36;65.0;352.0;0.88;0.6;178.0;56.6;Skye;Phantom
Obey Dixon;Immortal;131.1;217.0;20.7;2;129;60;217.0;365.0;0.94;0.7;205.3;51.9;Neon;Phantom
j1h;Immortal;132.6;104.0;19.3;0;78;44;104.0;359.0;1.05;0.7;202.8;55.6;Chamber;Vandal
SnorkelBoi;Immortal;135.9;183.0;18.7;3;151;99;183.0;897.0;1.02;0.7;207.3;56.4;Brimstone;Vandal
cash;Immortal;148.9;155.0;30.5;1;70;37;155.0;167.0;0.98;0.8;224.4;56.0;Chamber;Vandal
Tanjiro;Immortal;155.7;114.0;24.2;1;67;41;114.0;203.0;1.09;0.8;239.4;65.0;KAY/O;Phantom
LFT Blu;Immortal;135.2;270.0;27.6;2;157;109;270.0;406.0;1.02;0.8;211.2;51.0;Chamber;Vandal
zTwin;Immortal;142.2;72.0;27.1;0;66;36;72.0;163.0;1.07;0.8;211.8;57.9;Reyna;Vandal
cnasty;Immortal;137.9;106.0;24.6;0;82;44;106.0;266.0;1.06;0.8;214.5;52.7;Reyna;Vandal
ManduCS;Immortal;136.0;108.0;30.1;3;86;40;108.0;383.0;1.01;0.7;208.1;48.3;Sage;Vandal
Lonn;Immortal;139.5;39.0;17.6;0;52;33;39.0;256.0;1.13;0.7;210.7;57.9;Viper;Vandal
hello kitty;Immortal;159.1;148.0;22.4;4;95;58;148.0;343.0;1.13;0.8;236.7;50.8;Raze;Vandal
CU ronan;Immortal;125.0;54.0;23.7;0;59;51;54.0;330.0;0.95;0.6;188.6;47.4;Sova;Vandal
KILLUASHH;Immortal;140.2;204.0;20.8;4;107;56;204.0;270.0;0.97;0.7;216.9;47.8;Jett;Vandal
CU spZzZyyy;Immortal;134.0;403.0;16.3;3;203;136;403.0;901.0;0.97;0.7;210.2;44.9;Fade;Vandal
notchris;Immortal;145.2;133.0;18.2;0;102;49;133.0;371.0;0.98;0.8;225.3;45.6;Raze;Phantom
Tgonz;Immortal;127.4;94.0;19.7;2;80;33;94.0;263.0;0.94;0.7;196.5;47.8;Viper;Vandal
Quicks;Immortal;145.6;107.0;22.0;1;60;40;107.0;213.0;1.18;0.8;222.7;53.3;Chamber;Vandal
Chizz fanboy;Immortal;154.7;362.0;17.6;3;170;103;362.0;469.0;1.13;0.9;250.7;50.0;Yoru;Vandal
Buzz;Immortal;125.3;112.0;19.6;3;116;86;112.0;624.0;0.99;0.7;192.7;52.5;Killjoy;Vandal
Kaden;Immortal;156.8;264.0;19.1;3;110;91;264.0;482.0;1.17;0.8;242.6;55.4;Chamber;Vandal
Simba;Immortal;143.4;166.0;23.4;2;136;85;166.0;593.0;1.08;0.8;219.8;56.2;Viper;Vandal
matt;Immortal;168.5;338.0;28.9;5;142;94;338.0;418.0;1.3;0.9;263.6;51.4;Reyna;Vandal
JUNGKOOKFAN44324;Immortal;161.9;239.0;22.6;6;126;68;239.0;340.0;1.15;0.9;246.2;58.8;Raze;Vandal
KFC chez;Immortal;145.6;138.0;21.7;2;75;42;138.0;193.0;1.11;0.8;226.5;60.0;Jett;Vandal
Involve;Immortal;148.3;87.0;32.2;0;43;37;87.0;163.0;1.12;0.8;224.3;58.3;Reyna;Vandal
5HiT 0N;Immortal;123.0;58.0;23.3;0;64;38;58.0;293.0;0.93;0.6;184.7;61.4;Chamber;Vandal
Ryc;Immortal;140.1;220.0;20.6;4;180;92;220.0;715.0;1.01;0.7;212.2;53.5;Fade;Vandal
Bhris;Immortal;142.7;231.0;19.7;1;186;123;231.0;874.0;1.01;0.7;215.9;53.2;Reyna;Vandal
Alexisss;Immortal;131.2;128.0;21.1;0;101;66;128.0;404.0;0.96;0.7;198.7;56.3;KAY/O;Vandal
Fayt;Immortal;136.6;72.0;18.1;1;81;34;72.0;269.0;1.05;0.7;210.4;60.0;Chamber;Vandal
Door;Immortal;164.1;87.0;19.2;0;71;43;87.0;261.0;1.28;0.9;250.7;56.8;Sova;Vandal
ZEN kR;Immortal;151.7;141.0;19.6;2;74;30;141.0;207.0;1.07;0.8;235.0;61.7;Neon;Phantom
DizzyDaBiggyMizy;Immortal;133.8;107.0;16.6;3;80;49;107.0;334.0;0.99;0.7;207.1;59.1;Omen;Vandal
KawaiiMeARiver;Immortal;161.5;193.0;21.3;3;111;76;193.0;347.0;1.22;0.9;250.7;55.7;Reyna;Vandal
ZN0W;Immortal;122.6;134.0;28.9;0;125;71;134.0;613.0;1.0;0.7;192.1;51.2;Fade;Vandal
infin8;Immortal;143.3;109.0;27.4;2;98;64;109.0;548.0;1.14;0.8;217.2;54.8;KAY/O;Vandal
VinJah;Immortal;135.4;188.0;25.5;2;141;73;188.0;682.0;0.92;0.7;203.8;48.9;Fade;Phantom
Pops;Immortal;160.1;85.0;33.1;1;71;29;85.0;221.0;1.14;0.8;239.3;56.8;Reyna;Vandal
Yin;Immortal;156.8;190.0;24.8;1;93;62;190.0;169.0;1.26;0.9;245.4;62.5;Chamber;Vandal
VG Blankfield;Immortal;147.2;154.0;21.9;1;103;62;154.0;283.0;1.06;0.8;222.9;53.9;Jett;Vandal
nem;Immortal;147.4;190.0;28.8;3;123;76;190.0;332.0;1.09;0.8;221.8;52.3;Reyna;Vandal
LÆ¡ck;Immortal;150.2;314.0;23.8;1;131;79;314.0;448.0;1.05;0.8;232.6;46.9;Jett;Vandal
IIIIIIIIIIIIIIII;Immortal;145.6;263.0;21.0;0;147;81;263.0;447.0;1.03;0.8;221.3;51.0;Reyna;Vandal
IMT tupperware;Immortal;124.9;132.0;23.5;1;147;69;132.0;651.0;0.85;0.6;185.1;52.8;Omen;Vandal
KingCung;Immortal;153.6;95.0;18.3;0;52;28;95.0;218.0;1.08;0.8;232.0;71.9;Omen;Vandal
SRN Kimchi;Immortal;138.8;84.0;19.7;0;62;39;84.0;287.0;1.04;0.7;212.4;47.9;Chamber;Vandal
Daltphin;Immortal;122.9;79.0;18.8;0;48;33;79.0;287.0;0.87;0.6;184.8;56.5;Chamber;Phantom
FortniteFan46;Immortal;146.2;161.0;21.6;0;82;50;161.0;267.0;1.04;0.8;225.8;45.6;Reyna;Vandal
303 Chrome;Immortal;154.5;238.0;27.2;0;110;40;238.0;320.0;0.98;0.8;237.1;42.4;Raze;Vandal
gambler;Immortal;145.3;82.0;22.7;1;75;44;82.0;272.0;1.02;0.8;215.9;52.2;Omen;Vandal
ChoccySwirl;Immortal;147.4;124.0;20.9;2;91;58;124.0;304.0;1.0;0.7;216.9;59.7;Raze;Vandal
Infinity;Immortal;139.1;202.0;24.4;3;120;66;202.0;387.0;1.03;0.7;209.6;44.4;Chamber;Vandal
ariso;Immortal;151.4;118.0;27.9;0;68;70;118.0;303.0;1.21;0.8;235.3;57.1;Omen;Phantom
misoya;Immortal;160.9;156.0;22.1;2;106;64;156.0;286.0;1.32;0.9;248.7;52.7;Chamber;Vandal
Dippa;Immortal;142.2;331.0;25.4;3;273;178;331.0;1.265;1.1;0.8;218.3;52.6;Sova;Phantom
insanity;Immortal;138.6;303.0;21.1;4;250;149;303.0;1.235;0.99;0.7;208.9;54.4;Fade;Vandal
austinvuu619;Immortal;133.8;131.0;12.2;1;97;36;131.0;265.0;1.05;0.7;209.8;61.8;Chamber;Phantom
Flosky;Immortal;129.4;149.0;24.1;0;111;69;149.0;466.0;1.01;0.7;199.4;58.0;Viper;Vandal
chur;Immortal;128.2;79.0;16.7;0;86;60;79.0;300.0;1.08;0.7;200.2;55.6;Omen;Vandal
ABG enthusiast;Immortal;135.9;182.0;23.9;0;116;58;182.0;297.0;1.02;0.8;213.9;58.2;Yoru;Phantom
LizardKing;Immortal;124.8;51.0;20.0;0;83;37;51.0;339.0;0.94;0.6;184.8;56.9;Omen;Vandal
Cr1ms1n;Immortal;136.1;188.0;18.5;1;129;69;188.0;487.0;1.03;0.7;210.1;56.2;Chamber;Vandal
OiOi;Immortal;120.7;59.0;17.7;1;77;42;59.0;385.0;0.87;0.6;182.0;60.8;Brimstone;Vandal
bend;Immortal;139.9;187.0;16.3;2;139;89;187.0;580.0;1.09;0.8;216.3;52.7;Jett;Vandal
ApexNV;Immortal;124.3;73.0;15.2;0;55;37;73.0;199.0;0.93;0.7;195.3;55.8;Chamber;Phantom
ELO EXTORTER 420;Immortal;178.5;220.0;28.8;7;101;47;220.0;215.0;1.24;1.0;276.1;44.8;Jett;Vandal
jjayisneonmain;Immortal;124.0;88.0;20.6;0;58;54;88.0;354.0;0.97;0.7;192.3;43.1;Fade;Vandal
Stearu;Immortal;127.5;223.0;25.7;0;174;146;223.0;958.0;0.98;0.7;199.3;48.9;Brimstone;Vandal
Akula;Immortal;134.4;111.0;21.1;1;85;45;111.0;296.0;0.97;0.7;204.5;42.6;Yoru;Vandal
zipped;Immortal;137.6;107.0;16.7;0;88;78;107.0;440.0;1.05;0.7;206.2;55.4;Raze;Vandal
SpecialAsians;Immortal;150.9;158.0;21.8;4;105;49;158.0;277.0;1.07;0.8;230.8;58.1;Chamber;Vandal
nebb;Immortal;127.8;75.0;24.4;1;86;43;75.0;468.0;1.04;0.7;189.8;63.1;KAY/O;Vandal
ToxicSodaPop;Immortal;131.9;104.0;26.1;0;87;70;104.0;392.0;1.07;0.7;202.4;54.0;Astra;Vandal
Dreamy;Immortal;135.8;99.0;18.8;2;76;54;99.0;283.0;1.09;0.8;215.9;53.9;Chamber;Vandal
JUNi;Immortal;127.5;221.0;17.7;0;182;109;221.0;857.0;0.93;0.7;197.3;48.5;Fade;Phantom
MIXTAOAOAOAOAOAO;Immortal;137.7;118.0;18.6;1;78;59;118.0;308.0;1.11;0.7;210.5;60.3;Raze;Vandal
SNOWYMCCOWCOW7;Immortal;139.6;251.0;20.2;1;181;90;251.0;945.0;0.95;0.7;213.2;49.6;Fade;Phantom
bink;Immortal;156.7;139.0;24.5;3;80;38;139.0;317.0;1.08;0.8;234.8;46.1;Raze;Vandal
